APP_id,Rank,Title,Catogory,Total Rating,Installs,Average Rating,Growth(30 days),Growth(60 days),Price,URL
app00180,180,Stylish Name Maker,Art & Design,"5,099",1.0 M,4.08,0.50%,1.00%,Free,/application/stylish_name_maker/com.uniapps.texteditor.stylish.namemaker
app00181,181,Aquarium live wallpaper with digital clock,Art & Design,"5,079",500.0 k,4.38,0.00%,0.30%,Free,/application/aquarium_live_wallpaper_with_digital_clock/com.applife.aquarium.digitalclock
app00182,182,Fruits Coloring Book & Drawing Book,Art & Design,"5,034",5.0 M,3.79,0.60%,1.20%,Free,/application/fruits_coloring_book_drawing_book/com.fruitscoloringbookfromuv.android
app00183,183,"Paintastic : draw, color, paint",Art & Design,"4,961",500.0 k,4.19,1.90%,4.30%,Free,/application/paintastic_draw_color_paint/com.paintastic
app00184,184,remove unwanted object from photo,Art & Design,"4,948",1.0 M,3.96,83.20%,202.70%,Free,/application/remove_unwanted_object_from_photo/pixel.photo.unwanted.items.remover
app00185,185,Themes app for  S6 Purple Bloom flower,Art & Design,"4,914",500.0 k,4.65,0.10%,0.20%,Free,/application/themes_app_for_s6_purple_bloom_flower/com.cyou.cma.clauncher.theme.v53dd57ae45feaf42047ac82e
app00186,186,Fraksl,Art & Design,"4,860",500.0 k,4.45,1.50%,3.50%,Free,/application/fraksl/com.workSPACE.Fraksl
app00187,187,⭐ Blackpink Wallpaper HD Full HD 2K 4K Photos 2020,Art & Design,"4,840",100.0 k,4.71,10.80%,22.40%,Free,/application/_blackpink_wallpaper_hd_full_hd_2k_4k_photos_2020/com.faizytech.blackpinkwallpaper
app00188,188,Muslim Cards Pro: Eid & Ramadan 2020,Art & Design,"4,825",100.0 k,4.13,0.50%,68.90%,Free,/application/muslim_cards_pro_eid_ramadan_2020/tools.AFSouDroid.muslimcards
app00189,189,Anime Face Maker - Cartoon Photo Filters,Art & Design,"4,819",500.0 k,2.06,11.50%,24.20%,Free,/application/anime_face_maker_cartoon_photo_filters/anime.face.maker.cartoon.photo_filters
app00190,190,Tattoo Maker - Tattoo On My Photo,Art & Design,"4,779",1.0 M,3.77,18.00%,51.50%,Free,/application/tattoo_maker_tattoo_on_my_photo/tattooz.tattoo.maker.name.on.my.photo
app00191,191,Urdu On Picture - Write Urdu Text on Photo,Art & Design,"4,736",1.0 M,4.16,0.70%,1.60%,Free,/application/urdu_on_picture_write_urdu_text_on_photo/com.ionicframework.urduonpicture524687
app00192,192,Jerky Motion,Art & Design,"4,713",500.0 k,3.51,1.40%,3.50%,Free,/application/jerky_motion/com.AndyFront.JerkyMotion
app00193,193,"Logo maker business Poster 2020, Business card 3d",Art & Design,"4,709",100.0 k,4.27,16.20%,39.50%,Free,/application/logo_maker_business_poster_2020_business_card_3d/com.worryfreeappstudios.logomaker.business
app00194,194,How to make food for dolls,Art & Design,"4,649",1.0 M,4.42,18.10%,61.80%,Free,/application/how_to_make_food_for_dolls/truefunapps.food
app00195,195,Love Photo frames Collage,Art & Design,"4,624",1.0 M,3.86,0.60%,1.60%,Free,/application/love_photo_frames_collage/bestfreelivewallpapers.love_photoframes
app00196,196,Boys Photo Editor New,Art & Design,"4,619",1.0 M,4.11,0.00%,0.00%,Free,/application/boys_photo_editor_new/com.fashion.boys.photo.editor.new
app00197,197,Pixelz - Color by Number Pixel Art Coloring Book,Art & Design,"4,614",500.0 k,4.3,1.80%,3.00%,Free,/application/pixelz_color_by_number_pixel_art_coloring_book/color.by.number.pixel.art.sandbox.paint.draw.free
app00198,198,Superheroes Wallpaper HD 2K 4K 2019,Art & Design,"4,561",1.0 M,4.19,2.10%,4.60%,Free,/application/superheroes_wallpaper_hd_2k_4k_2019/com.beautywall.superheroes.wallpaper
app00199,199,Draw Me!,Art & Design,"4,546",500.0 k,3.29,0.40%,0.70%,Free,/application/draw_me_/com.voxeloid.drawme
app00200,200,Light Photo Editor,Art & Design,"4,542",1.0 M,3.8,4.40%,10.40%,Free,/application/light_photo_editor/com.tfc.lightphotoeffects.editor.app.instantly.effects.colourfuleffect.picsmaker
